,Title,Year,Duration,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,stars,genres,wins,nominations,oscars,genres_count
6670,Big Miracle,2012,107.0,6.5,21000.0,"In small-town Alaska, a news reporter recruits his Greenpeace-volunteer ex-girlfriend on a campaign to save a family of gray whales trapped by rapidly-forming ice in the Arctic Circle.",40000000.0,24740061.0,20157300.0,7760205.0,Drew Barrymore,Drama,0,0,0,1470
6671,Big Miracle,2012,107.0,6.5,21000.0,"In small-town Alaska, a news reporter recruits his Greenpeace-volunteer ex-girlfriend on a campaign to save a family of gray whales trapped by rapidly-forming ice in the Arctic Circle.",40000000.0,24740061.0,20157300.0,7760205.0,John Krasinski,Drama,0,0,0,1470
6672,Big Miracle,2012,107.0,6.5,21000.0,"In small-town Alaska, a news reporter recruits his Greenpeace-volunteer ex-girlfriend on a campaign to save a family of gray whales trapped by rapidly-forming ice in the Arctic Circle.",40000000.0,24740061.0,20157300.0,7760205.0,John Pingayak,Drama,0,0,0,1470
6673,Oscar,1991,109.0,6.5,35000.0,"A gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and ""go straight"".",35000000.0,23562716.0,23562716.0,5091027.0,Sylvester Stallone,Thriller,0,3,0,1725
6674,Oscar,1991,109.0,6.5,35000.0,"A gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and ""go straight"".",35000000.0,23562716.0,23562716.0,5091027.0,Ornella Muti,Thriller,0,3,0,1725
6675,Oscar,1991,109.0,6.5,35000.0,"A gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and ""go straight"".",35000000.0,23562716.0,23562716.0,5091027.0,Peter Riegert,Thriller,0,3,0,1725
6676,Boys on the Side,1995,115.0,6.5,15000.0,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends.",21000000.0,23440188.0,23440188.0,4808873.0,Whoopi Goldberg,Adventure,0,2,0,1755
6677,Boys on the Side,1995,115.0,6.5,15000.0,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends.",21000000.0,23440188.0,23440188.0,4808873.0,Mary-Louise Parker,Adventure,0,2,0,1755
6678,Boys on the Side,1995,115.0,6.5,15000.0,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends.",21000000.0,23440188.0,23440188.0,4808873.0,Drew Barrymore,Adventure,0,2,0,1755
6679,The Program,1993,112.0,6.5,12000.0,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",15000000.0,23032565.0,23032565.0,6821931.0,James Caan,Action,0,0,0,4080
6680,The Program,1993,112.0,6.5,12000.0,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",15000000.0,23032565.0,23032565.0,6821931.0,Halle Berry,Action,0,0,0,4080
6681,The Program,1993,112.0,6.5,12000.0,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",15000000.0,23032565.0,23032565.0,6821931.0,Omar Epps,Action,0,0,0,4080
6682,My Fellow Americans,1996,101.0,6.5,16000.0,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",21500000.0,22313201.0,22313201.0,2860334.0,Jack Lemmon,Adventure,0,0,0,1755
6683,My Fellow Americans,1996,101.0,6.5,16000.0,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",21500000.0,22313201.0,22313201.0,2860334.0,James Garner,Adventure,0,0,0,1755
6684,My Fellow Americans,1996,101.0,6.5,16000.0,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",21500000.0,22313201.0,22313201.0,2860334.0,Dan Aykroyd,Adventure,0,0,0,1755
6685,See How They Run,2022,98.0,6.5,69000.0,"In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered.",40000000.0,21966634.0,9586237.0,3007657.0,Kieran Hodgson,Thriller,0,4,0,1725
6686,See How They Run,2022,98.0,6.5,69000.0,"In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered.",40000000.0,21966634.0,9586237.0,3007657.0,Pearl Chanda,Thriller,0,4,0,1725
6687,See How They Run,2022,98.0,6.5,69000.0,"In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered.",40000000.0,21966634.0,9586237.0,3007657.0,Gregory Cox,Thriller,0,4,0,1725
6688,Father Stu,2022,124.0,6.5,33000.0,"Follows the life of Father Stuart Long, a boxer-turned-priest who inspired countless people during his journey from self-destruction to redemption.",4000000.0,21798260.0,21090677.0,5402642.0,Mark Wahlberg,Drama,2,5,0,1470
6689,Father Stu,2022,124.0,6.5,33000.0,"Follows the life of Father Stuart Long, a boxer-turned-priest who inspired countless people during his journey from self-destruction to redemption.",4000000.0,21798260.0,21090677.0,5402642.0,Mel Gibson,Drama,2,5,0,1470
6690,Father Stu,2022,124.0,6.5,33000.0,"Follows the life of Father Stuart Long, a boxer-turned-priest who inspired countless people during his journey from self-destruction to redemption.",4000000.0,21798260.0,21090677.0,5402642.0,Jacki Weaver,Drama,2,5,0,1470
6691,The Freshman,1990,102.0,6.5,23000.0,"An N.Y.C. film school student accepts a job with a local mobster who resembles a famous cinema godfather and who takes the young man under his wing, after demanding total loyalty.",12000000.0,21460601.0,21460601.0,205876.0,Marlon Brando,Thriller,0,2,0,1725
6692,The Freshman,1990,102.0,6.5,23000.0,"An N.Y.C. film school student accepts a job with a local mobster who resembles a famous cinema godfather and who takes the young man under his wing, after demanding total loyalty.",12000000.0,21460601.0,21460601.0,205876.0,Matthew Broderick,Thriller,0,2,0,1725
6693,The Freshman,1990,102.0,6.5,23000.0,"An N.Y.C. film school student accepts a job with a local mobster who resembles a famous cinema godfather and who takes the young man under his wing, after demanding total loyalty.",12000000.0,21460601.0,21460601.0,205876.0,Bruno Kirby,Thriller,0,2,0,1725
6694,Night Shift,1982,106.0,6.5,19000.0,"A mild-mannered morgue attendant is assigned to the night shift, and his new coworker, along with his prostitute neighbor, convince him of running a prostitution ring out of the morgue.",8100000.0,21095638.0,21095638.0,2539633.0,Henry Winkler,Comedy,0,0,0,2745
6695,Night Shift,1982,106.0,6.5,19000.0,"A mild-mannered morgue attendant is assigned to the night shift, and his new coworker, along with his prostitute neighbor, convince him of running a prostitution ring out of the morgue.",8100000.0,21095638.0,21095638.0,2539633.0,Michael Keaton,Comedy,0,0,0,2745
6696,Night Shift,1982,106.0,6.5,19000.0,"A mild-mannered morgue attendant is assigned to the night shift, and his new coworker, along with his prostitute neighbor, convince him of running a prostitution ring out of the morgue.",8100000.0,21095638.0,21095638.0,2539633.0,Shelley Long,Comedy,0,0,0,2745
6697,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,89.0,6.5,64000.0,"A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).",3800000.0,20949601.0,20109115.0,8112884.0,Shawn Wayans,Thriller,0,0,0,1725
6698,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,89.0,6.5,64000.0,"A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).",3800000.0,20949601.0,20109115.0,8112884.0,Marlon Wayans,Thriller,0,0,0,1725
6699,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,89.0,6.5,64000.0,"A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).",3800000.0,20949601.0,20109115.0,8112884.0,Keenen Ivory Wayans,Thriller,0,0,0,1725
6700,Only You,1994,109.0,6.5,27000.0,"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later, when she's about to marry someone else, a Damon Bradley calls to wish them well, and Faith blows off her wedding to follow Damon to Italy.",30000000.0,20059210.0,20059210.0,5711738.0,Marisa Tomei,Comedy,0,0,0,2745
6701,Only You,1994,109.0,6.5,27000.0,"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later, when she's about to marry someone else, a Damon Bradley calls to wish them well, and Faith blows off her wedding to follow Damon to Italy.",30000000.0,20059210.0,20059210.0,5711738.0,Robert Downey Jr.,Comedy,0,0,0,2745
6702,Only You,1994,109.0,6.5,27000.0,"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later, when she's about to marry someone else, a Damon Bradley calls to wish them well, and Faith blows off her wedding to follow Damon to Italy.",30000000.0,20059210.0,20059210.0,5711738.0,Bonnie Hunt,Comedy,0,0,0,2745
6703,An Innocent Man,1989,113.0,6.5,7900.0,"After airline mechanic James Rainwood is framed by two corrupt police officers, he begins plotting his revenge against them.",30000000.0,20047604.0,20047604.0,5700000.0,Tom Selleck,Action,0,0,0,4080
6704,An Innocent Man,1989,113.0,6.5,7900.0,"After airline mechanic James Rainwood is framed by two corrupt police officers, he begins plotting his revenge against them.",30000000.0,20047604.0,20047604.0,5700000.0,F. Murray Abraham,Action,0,0,0,4080
6705,An Innocent Man,1989,113.0,6.5,7900.0,"After airline mechanic James Rainwood is framed by two corrupt police officers, he begins plotting his revenge against them.",30000000.0,20047604.0,20047604.0,5700000.0,Laila Robins,Action,0,0,0,4080
6706,Fire in the Sky,1993,109.0,6.5,30000.0,An Arizona logger mysteriously disappears for five days in an alleged encounter with a flying saucer in 1975. His co-workers endure ridicule and contempt as they are wrongly accused of murder.,15000000.0,19885552.0,19885552.0,6116484.0,D.B. Sweeney,Science-Fiction,0,4,0,150
6707,Fire in the Sky,1993,109.0,6.5,30000.0,An Arizona logger mysteriously disappears for five days in an alleged encounter with a flying saucer in 1975. His co-workers endure ridicule and contempt as they are wrongly accused of murder.,15000000.0,19885552.0,19885552.0,6116484.0,Robert Patrick,Science-Fiction,0,4,0,150
6708,Fire in the Sky,1993,109.0,6.5,30000.0,An Arizona logger mysteriously disappears for five days in an alleged encounter with a flying saucer in 1975. His co-workers endure ridicule and contempt as they are wrongly accused of murder.,15000000.0,19885552.0,19885552.0,6116484.0,Craig Sheffer,Science-Fiction,0,4,0,150
6709,Cruising,1980,102.0,6.5,30000.0,A police officer goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.,11000000.0,19815314.0,19798718.0,10079109.0,Al Pacino,Thriller,0,5,0,1725
6710,Cruising,1980,102.0,6.5,30000.0,A police officer goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.,11000000.0,19815314.0,19798718.0,10079109.0,Paul Sorvino,Thriller,0,5,0,1725
6711,Cruising,1980,102.0,6.5,30000.0,A police officer goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.,11000000.0,19815314.0,19798718.0,10079109.0,Karen Allen,Thriller,0,5,0,1725
6712,Hero,1992,119.0,6.5,24000.0,"A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit.",42000000.0,19507345.0,19507345.0,5210875.0,Dustin Hoffman,Comedy,0,0,0,2745
6713,Hero,1992,119.0,6.5,24000.0,"A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit.",42000000.0,19507345.0,19507345.0,5210875.0,Geena Davis,Comedy,0,0,0,2745
6714,Hero,1992,119.0,6.5,24000.0,"A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit.",42000000.0,19507345.0,19507345.0,5210875.0,Andy Garcia,Comedy,0,0,0,2745
6715,The Quick and the Dead,1995,108.0,6.5,107000.0,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.",32000000.0,18636537.0,18636537.0,6515861.0,Sharon Stone,Action,0,0,0,4080
6716,The Quick and the Dead,1995,108.0,6.5,107000.0,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.",32000000.0,18636537.0,18636537.0,6515861.0,Gene Hackman,Action,0,0,0,4080
6717,The Quick and the Dead,1995,108.0,6.5,107000.0,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.",32000000.0,18636537.0,18636537.0,6515861.0,Russell Crowe,Action,0,0,0,4080
6718,Geronimo: An American Legend,1993,115.0,6.5,14000.0,The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.,35000000.0,18635620.0,18635620.0,4018452.0,Jason Patric,Adventure,0,2,1,1755
6719,Geronimo: An American Legend,1993,115.0,6.5,14000.0,The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.,35000000.0,18635620.0,18635620.0,4018452.0,Gene Hackman,Adventure,0,2,1,1755
6720,Geronimo: An American Legend,1993,115.0,6.5,14000.0,The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.,35000000.0,18635620.0,18635620.0,4018452.0,Robert Duvall,Adventure,0,2,1,1755
6721,The Howling,1981,91.0,6.5,42000.0,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem.",1000000.0,17985893.0,17985893.0,10079109.0,Dee Wallace,Horror,2,3,0,1335
6722,The Howling,1981,91.0,6.5,42000.0,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem.",1000000.0,17985893.0,17985893.0,10079109.0,Patrick Macnee,Horror,2,3,0,1335
6723,The Howling,1981,91.0,6.5,42000.0,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem.",1000000.0,17985893.0,17985893.0,10079109.0,Dennis Dugan,Horror,2,3,0,1335
6724,The Big Easy,1986,102.0,6.5,14000.0,A corrupt lieutenant in the homicide division is threatened by the righteous DA while trying to solve a string of mysterious murders.,8500000.0,17685307.0,17685307.0,353259.0,Dennis Quaid,Thriller,4,7,0,1725
6725,The Big Easy,1986,102.0,6.5,14000.0,A corrupt lieutenant in the homicide division is threatened by the righteous DA while trying to solve a string of mysterious murders.,8500000.0,17685307.0,17685307.0,353259.0,Ellen Barkin,Thriller,4,7,0,1725
6726,The Big Easy,1986,102.0,6.5,14000.0,A corrupt lieutenant in the homicide division is threatened by the righteous DA while trying to solve a string of mysterious murders.,8500000.0,17685307.0,17685307.0,353259.0,Ned Beatty,Thriller,4,7,0,1725
6727,White Palace,1990,103.0,6.5,9200.0,Lust turns to love for a 40-ish working-class woman and a 20-ish yuppie adman with little in common.,30000000.0,17487531.0,17487531.0,1078697.0,Susan Sarandon,Drama,0,0,0,1470
6728,White Palace,1990,103.0,6.5,9200.0,Lust turns to love for a 40-ish working-class woman and a 20-ish yuppie adman with little in common.,30000000.0,17487531.0,17487531.0,1078697.0,James Spader,Drama,0,0,0,1470
6729,White Palace,1990,103.0,6.5,9200.0,Lust turns to love for a 40-ish working-class woman and a 20-ish yuppie adman with little in common.,30000000.0,17487531.0,17487531.0,1078697.0,Jason Alexander,Drama,0,0,0,1470
6730,Johnny Dangerously,1984,90.0,6.5,17000.0,"Set in the 1930s, an honest, good-hearted man is forced to turn to a life of crime to finance his neurotic mother's sky-rocketing medical bills.",9000000.0,17124395.0,17124395.0,2947746.0,Michael Keaton,Thriller,0,0,0,1725
6731,Johnny Dangerously,1984,90.0,6.5,17000.0,"Set in the 1930s, an honest, good-hearted man is forced to turn to a life of crime to finance his neurotic mother's sky-rocketing medical bills.",9000000.0,17124395.0,17124395.0,2947746.0,Joe Piscopo,Thriller,0,0,0,1725
6732,Johnny Dangerously,1984,90.0,6.5,17000.0,"Set in the 1930s, an honest, good-hearted man is forced to turn to a life of crime to finance his neurotic mother's sky-rocketing medical bills.",9000000.0,17124395.0,17124395.0,2947746.0,Marilu Henner,Thriller,0,0,0,1725
6733,Beat Street,1984,105.0,6.5,4500.0,"An aspiring DJ from the South Bronx, and his best friend, a promoter, try to get into show business by exposing people to hip-hop music and the local culture.",9500000.0,16597016.0,16595791.0,5218040.0,Rae Dawn Chong,Drama,0,0,0,1470
6734,Beat Street,1984,105.0,6.5,4500.0,"An aspiring DJ from the South Bronx, and his best friend, a promoter, try to get into show business by exposing people to hip-hop music and the local culture.",9500000.0,16597016.0,16595791.0,5218040.0,Guy Davis,Drama,0,0,0,1470
6735,Beat Street,1984,105.0,6.5,4500.0,"An aspiring DJ from the South Bronx, and his best friend, a promoter, try to get into show business by exposing people to hip-hop music and the local culture.",9500000.0,16597016.0,16595791.0,5218040.0,Jon Chardiet,Drama,0,0,0,1470
6736,Chances Are,1989,108.0,6.5,14000.0,"A reincarnated man unknowingly falls in love with his own daughter from his previous life. Once he realizes this, he tries to end their relationship before angels erase his memory.",16000000.0,16278590.0,16278590.0,3664386.0,Cybill Shepherd,Fantasy,0,2,1,435
6737,Chances Are,1989,108.0,6.5,14000.0,"A reincarnated man unknowingly falls in love with his own daughter from his previous life. Once he realizes this, he tries to end their relationship before angels erase his memory.",16000000.0,16278590.0,16278590.0,3664386.0,Robert Downey Jr.,Fantasy,0,2,1,435
6738,Chances Are,1989,108.0,6.5,14000.0,"A reincarnated man unknowingly falls in love with his own daughter from his previous life. Once he realizes this, he tries to end their relationship before angels erase his memory.",16000000.0,16278590.0,16278590.0,3664386.0,Ryan O'Neal,Fantasy,0,2,1,435
6739,I Still Believe,2020,116.0,6.5,14000.0,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that proves that there is always hope.,12000000.0,16069730.0,9868521.0,9103614.0,KJ Apa,Drama,0,2,0,1470
6740,I Still Believe,2020,116.0,6.5,14000.0,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that proves that there is always hope.,12000000.0,16069730.0,9868521.0,9103614.0,Britt Robertson,Drama,0,2,0,1470
6741,I Still Believe,2020,116.0,6.5,14000.0,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that proves that there is always hope.,12000000.0,16069730.0,9868521.0,9103614.0,Nathan Parsons,Drama,0,2,0,1470
6742,Shipwrecked,1990,92.0,6.5,3300.0,A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,60000000.0,15104156.0,15104156.0,3871766.0,Stian Smestad,Adventure,0,3,0,1755
6743,Shipwrecked,1990,92.0,6.5,3300.0,A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,60000000.0,15104156.0,15104156.0,3871766.0,Gabriel Byrne,Adventure,0,3,0,1755
6744,Shipwrecked,1990,92.0,6.5,3300.0,A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,60000000.0,15104156.0,15104156.0,3871766.0,Louisa Milwood-Haigh,Adventure,0,3,0,1755
6745,Once Around,1991,115.0,6.5,5300.0,"A struggling woman finds unexpected love with a charismatic older salesman at a real estate seminar. Their passionate relationship clashes with her family values, particularly her father.",16000000.0,14851083.0,14851083.0,309571.0,Richard Dreyfuss,Comedy,0,0,0,2745
6746,Once Around,1991,115.0,6.5,5300.0,"A struggling woman finds unexpected love with a charismatic older salesman at a real estate seminar. Their passionate relationship clashes with her family values, particularly her father.",16000000.0,14851083.0,14851083.0,309571.0,Holly Hunter,Comedy,0,0,0,2745
6747,Once Around,1991,115.0,6.5,5300.0,"A struggling woman finds unexpected love with a charismatic older salesman at a real estate seminar. Their passionate relationship clashes with her family values, particularly her father.",16000000.0,14851083.0,14851083.0,309571.0,Danny Aiello,Comedy,0,0,0,2745
6748,Not Without My Daughter,1991,116.0,6.5,16000.0,An American woman trapped in Islamic Iran by her brutal husband must find a way for her and her daughter to escape.,30000000.0,14789113.0,14789113.0,3804055.0,Sally Field,Thriller,2,0,0,1725
6749,Not Without My Daughter,1991,116.0,6.5,16000.0,An American woman trapped in Islamic Iran by her brutal husband must find a way for her and her daughter to escape.,30000000.0,14789113.0,14789113.0,3804055.0,Alfred Molina,Thriller,2,0,0,1725
6750,Not Without My Daughter,1991,116.0,6.5,16000.0,An American woman trapped in Islamic Iran by her brutal husband must find a way for her and her daughter to escape.,30000000.0,14789113.0,14789113.0,3804055.0,Sheila Rosenthal,Thriller,2,0,0,1725
6751,X,2022,105.0,6.5,203000.0,"In 1979, a group of young filmmakers set out to make an adult film in a rural Texas farm, but when their reclusive, elderly hosts catch them in the act, the crew find themselves fighting for their lives.",1000000.0,14740889.0,11765309.0,4275126.0,Mia Goth,Horror,4,49,0,1335
6752,X,2022,105.0,6.5,203000.0,"In 1979, a group of young filmmakers set out to make an adult film in a rural Texas farm, but when their reclusive, elderly hosts catch them in the act, the crew find themselves fighting for their lives.",1000000.0,14740889.0,11765309.0,4275126.0,Jenna Ortega,Horror,4,49,0,1335
6753,X,2022,105.0,6.5,203000.0,"In 1979, a group of young filmmakers set out to make an adult film in a rural Texas farm, but when their reclusive, elderly hosts catch them in the act, the crew find themselves fighting for their lives.",1000000.0,14740889.0,11765309.0,4275126.0,Brittany Snow,Horror,4,49,0,1335
6754,City of Joy,1992,132.0,6.5,5800.0,"An American doctor, a British nurse, and an illiterate Indian farmer unite to transform a Calcutta ghetto in this uplifting, inspirational movie starring Patrick Swayze and Pauline Collins.",27000000.0,14683921.0,14683921.0,3405890.0,Patrick Swayze,Thriller,0,0,0,1725
6755,City of Joy,1992,132.0,6.5,5800.0,"An American doctor, a British nurse, and an illiterate Indian farmer unite to transform a Calcutta ghetto in this uplifting, inspirational movie starring Patrick Swayze and Pauline Collins.",27000000.0,14683921.0,14683921.0,3405890.0,Pauline Collins,Thriller,0,0,0,1725
6756,City of Joy,1992,132.0,6.5,5800.0,"An American doctor, a British nurse, and an illiterate Indian farmer unite to transform a Calcutta ghetto in this uplifting, inspirational movie starring Patrick Swayze and Pauline Collins.",27000000.0,14683921.0,14683921.0,3405890.0,Om Puri,Thriller,0,0,0,1725
6757,FairyTale: A True Story,1997,99.0,6.5,6500.0,"In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies.",30000000.0,14059077.0,14059077.0,3515323.0,Paul McGann,Fantasy,0,3,0,435
6758,FairyTale: A True Story,1997,99.0,6.5,6500.0,"In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies.",30000000.0,14059077.0,14059077.0,3515323.0,Florence Hoath,Fantasy,0,3,0,435
6759,FairyTale: A True Story,1997,99.0,6.5,6500.0,"In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies.",30000000.0,14059077.0,14059077.0,3515323.0,Elizabeth Earl,Fantasy,0,3,0,435
6760,A Far Off Place,1993,108.0,6.5,3900.0,"When a gang of African poachers raid her family's farm, young Nonni, visiting American teenager Harry Winslow and a local bushman guide must escape into the Kalahari desert and reach the nearest town.",30000000.0,12890752.0,12890752.0,3522836.0,Reese Witherspoon,Adventure,0,0,0,1755
6761,A Far Off Place,1993,108.0,6.5,3900.0,"When a gang of African poachers raid her family's farm, young Nonni, visiting American teenager Harry Winslow and a local bushman guide must escape into the Kalahari desert and reach the nearest town.",30000000.0,12890752.0,12890752.0,3522836.0,Ethan Embry,Adventure,0,0,0,1755
6762,A Far Off Place,1993,108.0,6.5,3900.0,"When a gang of African poachers raid her family's farm, young Nonni, visiting American teenager Harry Winslow and a local bushman guide must escape into the Kalahari desert and reach the nearest town.",30000000.0,12890752.0,12890752.0,3522836.0,Jack Thompson,Adventure,0,0,0,1755
6763,The Fourth Protocol,1987,119.0,6.5,12000.0,"John Preston is a British Agent with the task of preventing the Russians detonating a nuclear explosion next to an American base in the UK. The Russians are hoping this will shatter the ""special relationship"" between the two countries.",6000000.0,12423831.0,12423831.0,3636831.0,Michael Caine,Action,0,0,0,4080
6764,The Fourth Protocol,1987,119.0,6.5,12000.0,"John Preston is a British Agent with the task of preventing the Russians detonating a nuclear explosion next to an American base in the UK. The Russians are hoping this will shatter the ""special relationship"" between the two countries.",6000000.0,12423831.0,12423831.0,3636831.0,Pierce Brosnan,Action,0,0,0,4080
6765,The Fourth Protocol,1987,119.0,6.5,12000.0,"John Preston is a British Agent with the task of preventing the Russians detonating a nuclear explosion next to an American base in the UK. The Russians are hoping this will shatter the ""special relationship"" between the two countries.",6000000.0,12423831.0,12423831.0,3636831.0,Ned Beatty,Action,0,0,0,4080
6766,So I Married an Axe Murderer,1993,93.0,6.5,44000.0,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,20000000.0,11585483.0,11585483.0,3466930.0,Mike Myers,Comedy,0,0,0,2745
6767,So I Married an Axe Murderer,1993,93.0,6.5,44000.0,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,20000000.0,11585483.0,11585483.0,3466930.0,Nancy Travis,Comedy,0,0,0,2745
6768,So I Married an Axe Murderer,1993,93.0,6.5,44000.0,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,20000000.0,11585483.0,11585483.0,3466930.0,Anthony LaPaglia,Comedy,0,0,0,2745
6769,Just One of the Guys,1985,100.0,6.5,19000.0,"Terry feels discriminated against when the summer jobs at the Sun Tribune go to two guys. She decides to do something about it. She dresses like a guy and gets a haircut. Will students at the other high school notice? Girls notice ""him"".",30000000.0,11528900.0,11528900.0,3307171.0,Joyce Hyser,Comedy,0,3,0,2745
6770,Just One of the Guys,1985,100.0,6.5,19000.0,"Terry feels discriminated against when the summer jobs at the Sun Tribune go to two guys. She decides to do something about it. She dresses like a guy and gets a haircut. Will students at the other high school notice? Girls notice ""him"".",30000000.0,11528900.0,11528900.0,3307171.0,Clayton Rohner,Comedy,0,3,0,2745
6771,Just One of the Guys,1985,100.0,6.5,19000.0,"Terry feels discriminated against when the summer jobs at the Sun Tribune go to two guys. She decides to do something about it. She dresses like a guy and gets a haircut. Will students at the other high school notice? Girls notice ""him"".",30000000.0,11528900.0,11528900.0,3307171.0,Billy Jayne,Comedy,0,3,0,2745
6772,Shattered,1991,98.0,6.5,12000.0,"After a horrific car wreck leaves him an amnesiac, a man slowly begins to unravel his shocking past.",22000000.0,11511031.0,11511031.0,3457105.0,Tom Berenger,Thriller,0,0,0,1725
6773,Shattered,1991,98.0,6.5,12000.0,"After a horrific car wreck leaves him an amnesiac, a man slowly begins to unravel his shocking past.",22000000.0,11511031.0,11511031.0,3457105.0,Bob Hoskins,Thriller,0,0,0,1725
6774,Shattered,1991,98.0,6.5,12000.0,"After a horrific car wreck leaves him an amnesiac, a man slowly begins to unravel his shocking past.",22000000.0,11511031.0,11511031.0,3457105.0,Greta Scacchi,Thriller,0,0,0,1725
6775,Falling in Love,1984,106.0,6.5,16000.0,"Although they live married lives, two strangers keep running into each other, starting a friendship that could blossom into so much more.",12000000.0,11129057.0,11129057.0,2293710.0,Robert De Niro,Drama,2,3,0,1470
6776,Falling in Love,1984,106.0,6.5,16000.0,"Although they live married lives, two strangers keep running into each other, starting a friendship that could blossom into so much more.",12000000.0,11129057.0,11129057.0,2293710.0,Meryl Streep,Drama,2,3,0,1470
6777,Falling in Love,1984,106.0,6.5,16000.0,"Although they live married lives, two strangers keep running into each other, starting a friendship that could blossom into so much more.",12000000.0,11129057.0,11129057.0,2293710.0,Harvey Keitel,Drama,2,3,0,1470
6778,Serial,1980,86.0,6.5,1200.0,"It's the end of the seventies. Hippies are assimilating, women are becoming aware and men are becoming confused and ineffective. Don't expect to be able to keep track of all the names.",30000000.0,9870727.0,9870727.0,10079109.0,Martin Mull,Comedy,0,0,0,2745
