,Title,Year,Duration,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,stars,genres,wins,nominations,oscars,genres_count
54,Can You Feel the Beat: The Lisa Lisa Story,2025,90.0,6.7,132.0,"15-year-old Puerto Rican Lisa Velez overcomes sexism, racism, and breast cancer to become Latin pop pioneer behind hits like ""Can You Feel The Beat,"" inspiring generations of Latina artists.",25500000.0,977709.0,2339255.0,2339255.0,Jearnest Corchado,Drama,0,0,0,18
55,Can You Feel the Beat: The Lisa Lisa Story,2025,90.0,6.7,132.0,"15-year-old Puerto Rican Lisa Velez overcomes sexism, racism, and breast cancer to become Latin pop pioneer behind hits like ""Can You Feel The Beat,"" inspiring generations of Latina artists.",25500000.0,977709.0,2339255.0,2339255.0,Lisa Lisa,Drama,0,0,0,18
56,Can You Feel the Beat: The Lisa Lisa Story,2025,90.0,6.7,132.0,"15-year-old Puerto Rican Lisa Velez overcomes sexism, racism, and breast cancer to become Latin pop pioneer behind hits like ""Can You Feel The Beat,"" inspiring generations of Latina artists.",25500000.0,977709.0,2339255.0,2339255.0,Bre-Z,Drama,0,0,0,18
57,Heart Eyes,2025,97.0,6.6,2900.0,"For the past several years, the ""Heart Eyes Killer"" has wreaked havoc on Valentine's Day by stalking and murdering romantic couples. This Valentine's Day, no couple is safe.",25500000.0,10060657.0,10060657.0,8305156.0,Alex Walker,Horror,0,0,0,12
58,Heart Eyes,2025,97.0,6.6,2900.0,"For the past several years, the ""Heart Eyes Killer"" has wreaked havoc on Valentine's Day by stalking and murdering romantic couples. This Valentine's Day, no couple is safe.",25500000.0,10060657.0,10060657.0,8305156.0,Lauren O'Hara,Horror,0,0,0,12
59,Heart Eyes,2025,97.0,6.6,2900.0,"For the past several years, the ""Heart Eyes Killer"" has wreaked havoc on Valentine's Day by stalking and murdering romantic couples. This Valentine's Day, no couple is safe.",25500000.0,10060657.0,10060657.0,8305156.0,Latham Gaines,Horror,0,0,0,12
60,Creation of the Gods II: Demon Force,2025,145.0,6.5,680.0,"Taishi Wen Zhong led the army of Shang Dynasty including Deng Chanyu and four generals of the Mo Family to Xiqi. With the help of Kunlun immortals such as Jiang Ziya, Ji Fa led the army and civilians of Xiqi to defend their homeland.",25500000.0,3094790.0,1739326.0,1268131.0,Huang Bo,Fantasy,0,0,0,6
61,Creation of the Gods II: Demon Force,2025,145.0,6.5,680.0,"Taishi Wen Zhong led the army of Shang Dynasty including Deng Chanyu and four generals of the Mo Family to Xiqi. With the help of Kunlun immortals such as Jiang Ziya, Ji Fa led the army and civilians of Xiqi to defend their homeland.",25500000.0,3094790.0,1739326.0,1268131.0,Yosh Yu,Fantasy,0,0,0,6
62,Creation of the Gods II: Demon Force,2025,145.0,6.5,680.0,"Taishi Wen Zhong led the army of Shang Dynasty including Deng Chanyu and four generals of the Mo Family to Xiqi. With the help of Kunlun immortals such as Jiang Ziya, Ji Fa led the army and civilians of Xiqi to defend their homeland.",25500000.0,3094790.0,1739326.0,1268131.0,Nashi,Fantasy,0,0,0,6
63,Dog Man,2025,89.0,6.4,3000.0,"Dog Man, half dog and half man, he is sworn to protect and serve as he doggedly pursues the feline supervillain Petey the Cat.",40000000.0,67997085.0,55946085.0,36001940.0,Pete Davidson,Action,0,0,0,63
64,Dog Man,2025,89.0,6.4,3000.0,"Dog Man, half dog and half man, he is sworn to protect and serve as he doggedly pursues the feline supervillain Petey the Cat.",40000000.0,67997085.0,55946085.0,36001940.0,Poppy Liu,Action,0,0,0,63
65,Dog Man,2025,89.0,6.4,3000.0,"Dog Man, half dog and half man, he is sworn to protect and serve as he doggedly pursues the feline supervillain Petey the Cat.",40000000.0,67997085.0,55946085.0,36001940.0,Lil Rel Howery,Action,0,0,0,63
66,Den of Thieves 2: Pantera,2025,144.0,6.4,14000.0,"Big Nick is back on the hunt in Europe and closing in on Donnie, who is embroiled in the treacherous world of diamond thieves and the infamous Panther mafia, as they plot a massive heist of the world's largest diamond exchange.",40000000.0,54282072.0,35700968.0,15022909.0,Gerard Butler,Action,0,0,0,63
67,Den of Thieves 2: Pantera,2025,144.0,6.4,14000.0,"Big Nick is back on the hunt in Europe and closing in on Donnie, who is embroiled in the treacherous world of diamond thieves and the infamous Panther mafia, as they plot a massive heist of the world's largest diamond exchange.",40000000.0,54282072.0,35700968.0,15022909.0,O'Shea Jackson Jr.,Action,0,0,0,63
68,Den of Thieves 2: Pantera,2025,144.0,6.4,14000.0,"Big Nick is back on the hunt in Europe and closing in on Donnie, who is embroiled in the treacherous world of diamond thieves and the infamous Panther mafia, as they plot a massive heist of the world's largest diamond exchange.",40000000.0,54282072.0,35700968.0,15022909.0,Evin Ahmad,Action,0,0,0,63
69,Atropia,2025,104.0,6.2,165.0,Follows an aspiring actress working on a U.S. military base that simulates an Iraqi war zone.,25500000.0,977709.0,2339255.0,2339255.0,Alia Shawkat,Drama,0,0,0,18
70,Atropia,2025,104.0,6.2,165.0,Follows an aspiring actress working on a U.S. military base that simulates an Iraqi war zone.,25500000.0,977709.0,2339255.0,2339255.0,Channing Tatum,Drama,0,0,0,18
71,Atropia,2025,104.0,6.2,165.0,Follows an aspiring actress working on a U.S. military base that simulates an Iraqi war zone.,25500000.0,977709.0,2339255.0,2339255.0,Chloe East,Drama,0,0,0,18
72,Kiss of the Spider Woman,2025,128.0,6.2,184.0,"Valentín, a political prisoner, shares a cell with Molina, convicted for public indecency. An unlikely bond forms as Molina recounts a Hollywood musical plot starring Ingrid Luna.",25500000.0,977709.0,2339255.0,2339255.0,Diego Luna,Drama,0,0,0,18
73,Kiss of the Spider Woman,2025,128.0,6.2,184.0,"Valentín, a political prisoner, shares a cell with Molina, convicted for public indecency. An unlikely bond forms as Molina recounts a Hollywood musical plot starring Ingrid Luna.",25500000.0,977709.0,2339255.0,2339255.0,Tonatiuh,Drama,0,0,0,18
74,Kiss of the Spider Woman,2025,128.0,6.2,184.0,"Valentín, a political prisoner, shares a cell with Molina, convicted for public indecency. An unlikely bond forms as Molina recounts a Hollywood musical plot starring Ingrid Luna.",25500000.0,977709.0,2339255.0,2339255.0,Jennifer Lopez,Drama,0,0,0,18
75,Peter Pan's Neverland Nightmare,2025,89.0,6.2,984.0,"Wendy Darling strikes out in an attempt to rescue her brother Michael from 'the clutches of the evil Peter Pan.' Along the way she meets Tinkerbell, who will be seen taking heroin, believing that it's pixie dust.",25500000.0,230515.0,230515.0,8418.0,Jenny Miller,Adventure,0,0,0,3
76,Peter Pan's Neverland Nightmare,2025,89.0,6.2,984.0,"Wendy Darling strikes out in an attempt to rescue her brother Michael from 'the clutches of the evil Peter Pan.' Along the way she meets Tinkerbell, who will be seen taking heroin, believing that it's pixie dust.",25500000.0,230515.0,230515.0,8418.0,Chrissie Wunna,Adventure,0,0,0,3
77,Peter Pan's Neverland Nightmare,2025,89.0,6.2,984.0,"Wendy Darling strikes out in an attempt to rescue her brother Michael from 'the clutches of the evil Peter Pan.' Along the way she meets Tinkerbell, who will be seen taking heroin, believing that it's pixie dust.",25500000.0,230515.0,230515.0,8418.0,Kierston Wareing,Adventure,0,0,0,3
78,Detective Chinatown 1900,2025,138.0,6.0,493.0,"In 1900, a white woman was murdered in Chinatown in San Francisco, and the suspect was a Chinese man. The murder caused social shock, and people demanded the closure of Chinatown.",25500000.0,977709.0,2339255.0,2339255.0,Baoqiang Wang,Comedy,0,0,0,18
79,Detective Chinatown 1900,2025,138.0,6.0,493.0,"In 1900, a white woman was murdered in Chinatown in San Francisco, and the suspect was a Chinese man. The murder caused social shock, and people demanded the closure of Chinatown.",25500000.0,977709.0,2339255.0,2339255.0,Haoran Liu,Comedy,0,0,0,18
80,Detective Chinatown 1900,2025,138.0,6.0,493.0,"In 1900, a white woman was murdered in Chinatown in San Francisco, and the suspect was a Chinese man. The murder caused social shock, and people demanded the closure of Chinatown.",25500000.0,977709.0,2339255.0,2339255.0,Chow Yun-Fat,Comedy,0,0,0,18
